,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0613.wav,Speaker_01,0.000,0.948,en
1,diarization_sample_0613.wav,Speaker_01,2.054,3.001,en
2,diarization_sample_0613.wav,Speaker_00,3.883,6.283,en
3,diarization_sample_0613.wav,Speaker_01,6.932,7.880,en
4,diarization_sample_0613.wav,Speaker_00,9.050,14.423,en
5,diarization_sample_0613.wav,Speaker_01,15.520,19.474,en
6,diarization_sample_0613.wav,Speaker_02,20.481,21.039,hi
7,diarization_sample_0613.wav,Speaker_00,21.760,27.133,en
8,diarization_sample_0613.wav,Speaker_01,27.742,31.696,en
9,diarization_sample_0613.wav,Speaker_02,32.203,33.030,hi
10,diarization_sample_0613.wav,Speaker_01,33.496,42.170,en
11,diarization_sample_0613.wav,Speaker_00,40.324,45.697,en
12,diarization_sample_0613.wav,Speaker_01,47.136,51.090,en
13,diarization_sample_0613.wav,Speaker_00,51.778,57.151,en
14,diarization_sample_0613.wav,Speaker_01,57.457,58.405,en
15,diarization_sample_0613.wav,Speaker_02,57.991,58.818,hi
16,diarization_sample_0613.wav,Speaker_01,59.927,60.875,en
17,diarization_sample_0613.wav,Speaker_01,61.754,70.428,en
18,diarization_sample_0613.wav,Speaker_01,71.025,74.979,en
19,diarization_sample_0613.wav,Speaker_00,75.530,84.037,en
20,diarization_sample_0613.wav,Speaker_00,84.746,87.146,en
21,diarization_sample_0613.wav,Speaker_00,88.036,90.436,en
22,diarization_sample_0613.wav,Speaker_00,91.607,94.007,en
23,diarization_sample_0613.wav,Speaker_00,95.076,103.583,en
24,diarization_sample_0613.wav,Speaker_01,104.109,108.063,en
25,diarization_sample_0613.wav,Speaker_01,109.177,110.125,en
26,diarization_sample_0613.wav,Speaker_01,111.037,111.984,en
27,diarization_sample_0613.wav,Speaker_01,112.726,121.399,en
28,diarization_sample_0613.wav,Speaker_00,119.867,128.374,en
29,diarization_sample_0613.wav,Speaker_02,128.997,129.555,hi
30,diarization_sample_0613.wav,Speaker_00,130.209,135.582,en
31,diarization_sample_0613.wav,Speaker_00,136.394,141.767,en
32,diarization_sample_0613.wav,Speaker_01,142.114,146.068,en
33,diarization_sample_0613.wav,Speaker_00,147.354,149.754,en
34,diarization_sample_0613.wav,Speaker_00,151.015,156.388,en
35,diarization_sample_0613.wav,Speaker_01,156.840,157.788,en
36,diarization_sample_0613.wav,Speaker_01,159.192,167.865,en
37,diarization_sample_0613.wav,Speaker_00,168.205,176.712,en
38,diarization_sample_0613.wav,Speaker_00,177.049,179.449,en
39,diarization_sample_0613.wav,Speaker_00,179.795,182.196,en
40,diarization_sample_0613.wav,Speaker_01,182.604,191.278,en
41,diarization_sample_0613.wav,Speaker_00,191.724,197.097,en
42,diarization_sample_0613.wav,Speaker_01,197.688,206.361,en
43,diarization_sample_0613.wav,Speaker_00,207.545,212.918,en
44,diarization_sample_0613.wav,Speaker_00,214.157,222.664,en
45,diarization_sample_0613.wav,Speaker_01,220.857,229.530,en
46,diarization_sample_0613.wav,Speaker_01,230.334,231.282,en
47,diarization_sample_0613.wav,Speaker_03,231.641,235.253,pa
48,diarization_sample_0613.wav,Speaker_01,234.779,235.727,en
49,diarization_sample_0613.wav,Speaker_00,236.253,238.653,en
50,diarization_sample_0613.wav,Speaker_00,239.174,247.681,en
51,diarization_sample_0613.wav,Speaker_01,246.750,250.704,en
52,diarization_sample_0613.wav,Speaker_01,251.360,252.308,en
53,diarization_sample_0613.wav,Speaker_01,253.606,262.280,en
54,diarization_sample_0613.wav,Speaker_00,262.782,265.182,en
55,diarization_sample_0613.wav,Speaker_01,266.472,275.145,en
56,diarization_sample_0613.wav,Speaker_00,275.734,281.107,en
57,diarization_sample_0613.wav,Speaker_00,282.438,290.944,en
58,diarization_sample_0613.wav,Speaker_00,291.766,294.167,en
59,diarization_sample_0613.wav,Speaker_03,295.274,296.138,pa
60,diarization_sample_0613.wav,Speaker_00,296.829,302.202,en
61,diarization_sample_0613.wav,Speaker_01,303.164,307.118,en
62,diarization_sample_0613.wav,Speaker_01,307.529,311.483,en
63,diarization_sample_0613.wav,Speaker_00,312.442,314.842,en
64,diarization_sample_0613.wav,Speaker_01,315.323,323.997,en
65,diarization_sample_0613.wav,Speaker_00,325.136,327.536,en
66,diarization_sample_0613.wav,Speaker_03,328.092,338.447,pa
67,diarization_sample_0613.wav,Speaker_01,339.514,348.188,en
68,diarization_sample_0613.wav,Speaker_01,348.743,352.697,en
69,diarization_sample_0613.wav,Speaker_00,353.700,362.207,en
70,diarization_sample_0613.wav,Speaker_00,363.188,365.588,en
71,diarization_sample_0613.wav,Speaker_00,366.936,375.443,en
72,diarization_sample_0613.wav,Speaker_00,376.054,381.427,en
73,diarization_sample_0613.wav,Speaker_01,381.954,385.908,en
74,diarization_sample_0613.wav,Speaker_01,386.659,390.613,en
75,diarization_sample_0613.wav,Speaker_01,391.227,395.181,en
76,diarization_sample_0613.wav,Speaker_00,396.161,404.668,en
77,diarization_sample_0613.wav,Speaker_00,405.745,411.118,en
78,diarization_sample_0613.wav,Speaker_00,412.586,417.959,en
