,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0606.wav,Speaker_04,0.000,5.822,hi
1,diarization_sample_0606.wav,Speaker_04,6.879,15.965,hi
2,diarization_sample_0606.wav,Speaker_00,17.057,18.897,en
3,diarization_sample_0606.wav,Speaker_02,20.219,29.014,hi
4,diarization_sample_0606.wav,Speaker_04,29.723,38.235,hi
5,diarization_sample_0606.wav,Speaker_04,38.643,45.526,hi
6,diarization_sample_0606.wav,Speaker_04,46.559,59.432,hi
7,diarization_sample_0606.wav,Speaker_02,60.081,68.876,hi
8,diarization_sample_0606.wav,Speaker_04,68.316,69.436,hi
9,diarization_sample_0606.wav,Speaker_02,70.455,79.250,hi
10,diarization_sample_0606.wav,Speaker_04,80.567,94.073,hi
11,diarization_sample_0606.wav,Speaker_04,94.561,98.679,hi
12,diarization_sample_0606.wav,Speaker_02,98.172,106.967,hi
13,diarization_sample_0606.wav,Speaker_00,107.427,109.267,en
14,diarization_sample_0606.wav,Speaker_01,110.603,111.334,hi
15,diarization_sample_0606.wav,Speaker_02,112.084,120.879,hi
16,diarization_sample_0606.wav,Speaker_02,122.132,130.927,hi
17,diarization_sample_0606.wav,Speaker_04,131.281,140.367,hi
18,diarization_sample_0606.wav,Speaker_04,141.611,150.123,hi
19,diarization_sample_0606.wav,Speaker_02,150.702,159.497,hi
20,diarization_sample_0606.wav,Speaker_02,160.608,169.403,hi
21,diarization_sample_0606.wav,Speaker_02,169.828,178.623,hi
22,diarization_sample_0606.wav,Speaker_02,179.128,187.923,hi
23,diarization_sample_0606.wav,Speaker_04,188.771,197.091,hi
24,diarization_sample_0606.wav,Speaker_04,198.415,205.298,hi
25,diarization_sample_0606.wav,Speaker_04,206.587,220.093,hi
26,diarization_sample_0606.wav,Speaker_04,220.779,233.652,hi
27,diarization_sample_0606.wav,Speaker_04,234.220,244.870,hi
28,diarization_sample_0606.wav,Speaker_02,245.825,254.620,hi
29,diarization_sample_0606.wav,Speaker_02,255.527,264.322,hi
30,diarization_sample_0606.wav,Speaker_04,263.368,267.486,hi
31,diarization_sample_0606.wav,Speaker_04,268.766,269.886,hi
32,diarization_sample_0606.wav,Speaker_04,271.083,276.905,hi
33,diarization_sample_0606.wav,Speaker_04,278.286,279.406,hi
34,diarization_sample_0606.wav,Speaker_03,280.880,283.534,pa
35,diarization_sample_0606.wav,Speaker_04,284.631,291.514,hi
36,diarization_sample_0606.wav,Speaker_04,292.057,296.175,hi
37,diarization_sample_0606.wav,Speaker_02,294.833,303.628,hi
38,diarization_sample_0606.wav,Speaker_04,304.378,312.698,hi
39,diarization_sample_0606.wav,Speaker_02,313.224,322.019,hi
40,diarization_sample_0606.wav,Speaker_04,320.289,326.111,hi
41,diarization_sample_0606.wav,Speaker_03,326.625,327.212,pa
42,diarization_sample_0606.wav,Speaker_01,327.998,328.729,hi
43,diarization_sample_0606.wav,Speaker_04,329.634,342.507,hi
44,diarization_sample_0606.wav,Speaker_02,343.906,352.701,hi
45,diarization_sample_0606.wav,Speaker_02,354.189,362.984,hi
46,diarization_sample_0606.wav,Speaker_04,363.410,372.496,hi
