,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0485.wav,Speaker_01,0.000,3.870,en
1,diarization_sample_0485.wav,Speaker_00,4.835,18.330,en
2,diarization_sample_0485.wav,Speaker_01,19.815,23.686,en
3,diarization_sample_0485.wav,Speaker_00,24.234,25.574,en
4,diarization_sample_0485.wav,Speaker_01,25.913,26.925,en
5,diarization_sample_0485.wav,Speaker_03,27.622,37.503,pa
6,diarization_sample_0485.wav,Speaker_03,38.979,48.860,pa
7,diarization_sample_0485.wav,Speaker_03,49.934,59.815,pa
8,diarization_sample_0485.wav,Speaker_02,60.905,73.159,pa
9,diarization_sample_0485.wav,Speaker_03,73.978,83.859,pa
10,diarization_sample_0485.wav,Speaker_03,84.799,94.680,pa
11,diarization_sample_0485.wav,Speaker_03,95.208,105.089,pa
12,diarization_sample_0485.wav,Speaker_03,106.025,115.906,pa
13,diarization_sample_0485.wav,Speaker_01,116.226,117.238,en
14,diarization_sample_0485.wav,Speaker_01,118.148,119.160,en
15,diarization_sample_0485.wav,Speaker_00,118.277,131.772,en
16,diarization_sample_0485.wav,Speaker_03,129.888,139.769,pa
17,diarization_sample_0485.wav,Speaker_03,140.401,150.282,pa
18,diarization_sample_0485.wav,Speaker_01,151.114,158.700,en
