,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0588.wav,Speaker_02,0.000,12.915,en
1,diarization_sample_0588.wav,Speaker_02,13.809,26.724,en
2,diarization_sample_0588.wav,Speaker_00,25.207,32.088,en
3,diarization_sample_0588.wav,Speaker_01,33.436,36.205,en
4,diarization_sample_0588.wav,Speaker_02,36.935,45.919,en
5,diarization_sample_0588.wav,Speaker_02,47.277,48.220,en
6,diarization_sample_0588.wav,Speaker_02,48.780,57.764,en
7,diarization_sample_0588.wav,Speaker_02,58.922,67.906,en
8,diarization_sample_0588.wav,Speaker_00,69.244,75.174,en
9,diarization_sample_0588.wav,Speaker_00,76.340,81.869,en
10,diarization_sample_0588.wav,Speaker_02,83.125,96.040,en
11,diarization_sample_0588.wav,Speaker_02,96.480,105.464,en
12,diarization_sample_0588.wav,Speaker_00,106.278,113.159,en
13,diarization_sample_0588.wav,Speaker_02,114.610,115.553,en
14,diarization_sample_0588.wav,Speaker_02,116.131,117.073,en
15,diarization_sample_0588.wav,Speaker_00,118.087,124.017,en
16,diarization_sample_0588.wav,Speaker_00,125.414,130.943,en
17,diarization_sample_0588.wav,Speaker_00,131.936,137.465,en
18,diarization_sample_0588.wav,Speaker_00,137.916,143.846,en
19,diarization_sample_0588.wav,Speaker_02,145.022,154.006,en
