,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0583.wav,Speaker_00,0.000,5.248,pa
1,diarization_sample_0583.wav,Speaker_01,5.559,15.991,pa
2,diarization_sample_0583.wav,Speaker_00,17.040,30.801,pa
3,diarization_sample_0583.wav,Speaker_01,31.968,42.601,pa
4,diarization_sample_0583.wav,Speaker_00,43.247,63.029,pa
5,diarization_sample_0583.wav,Speaker_01,44.011,45.227,pa
6,diarization_sample_0583.wav,Speaker_02,64.108,67.798,hi
7,diarization_sample_0583.wav,Speaker_00,68.823,76.183,pa
8,diarization_sample_0583.wav,Speaker_01,74.189,83.545,pa
9,diarization_sample_0583.wav,Speaker_00,84.326,95.106,pa
10,diarization_sample_0583.wav,Speaker_00,96.538,103.420,pa
11,diarization_sample_0583.wav,Speaker_01,102.812,104.028,pa
12,diarization_sample_0583.wav,Speaker_00,105.291,117.882,pa
13,diarization_sample_0583.wav,Speaker_01,116.739,141.346,pa
14,diarization_sample_0583.wav,Speaker_00,142.092,157.901,pa
15,diarization_sample_0583.wav,Speaker_00,159.172,171.041,pa
16,diarization_sample_0583.wav,Speaker_01,172.477,176.666,pa
17,diarization_sample_0583.wav,Speaker_00,177.086,189.632,pa
18,diarization_sample_0583.wav,Speaker_01,190.854,195.287,pa
19,diarization_sample_0583.wav,Speaker_00,196.665,206.714,pa
20,diarization_sample_0583.wav,Speaker_01,207.976,208.328,pa
21,diarization_sample_0583.wav,Speaker_00,208.901,215.301,pa
22,diarization_sample_0583.wav,Speaker_01,215.815,216.455,pa
23,diarization_sample_0583.wav,Speaker_01,216.833,227.265,pa
24,diarization_sample_0583.wav,Speaker_00,228.288,235.359,pa
25,diarization_sample_0583.wav,Speaker_00,236.625,247.131,pa
26,diarization_sample_0583.wav,Speaker_02,247.831,248.111,hi
27,diarization_sample_0583.wav,Speaker_00,248.943,264.368,pa
28,diarization_sample_0583.wav,Speaker_01,262.771,277.003,pa
