,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0430.wav,Speaker_01,0.000,4.263,en
1,diarization_sample_0430.wav,Speaker_00,5.677,8.355,en
2,diarization_sample_0430.wav,Speaker_01,9.553,18.473,en
3,diarization_sample_0430.wav,Speaker_01,19.677,23.902,en
4,diarization_sample_0430.wav,Speaker_02,22.329,36.516,pa
5,diarization_sample_0430.wav,Speaker_00,36.325,36.707,en
6,diarization_sample_0430.wav,Speaker_01,37.179,41.404,en
7,diarization_sample_0430.wav,Speaker_00,42.062,48.277,en
8,diarization_sample_0430.wav,Speaker_01,48.641,57.561,en
9,diarization_sample_0430.wav,Speaker_00,58.260,58.643,en
