,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0547.wav,Speaker_03,0.000,8.893,pa
1,diarization_sample_0547.wav,Speaker_00,9.452,11.215,en
2,diarization_sample_0547.wav,Speaker_02,11.842,27.582,hi
3,diarization_sample_0547.wav,Speaker_00,27.032,35.906,en
4,diarization_sample_0547.wav,Speaker_03,37.045,44.500,pa
5,diarization_sample_0547.wav,Speaker_00,44.830,53.705,en
6,diarization_sample_0547.wav,Speaker_03,54.083,60.675,pa
7,diarization_sample_0547.wav,Speaker_02,61.041,76.781,hi
8,diarization_sample_0547.wav,Speaker_00,77.195,78.958,en
9,diarization_sample_0547.wav,Speaker_00,79.923,88.797,en
10,diarization_sample_0547.wav,Speaker_00,89.121,97.996,en
11,diarization_sample_0547.wav,Speaker_00,98.581,100.344,en
12,diarization_sample_0547.wav,Speaker_03,101.533,121.619,pa
13,diarization_sample_0547.wav,Speaker_00,120.738,122.501,en
14,diarization_sample_0547.wav,Speaker_00,123.131,124.894,en
15,diarization_sample_0547.wav,Speaker_03,125.485,131.548,pa
16,diarization_sample_0547.wav,Speaker_00,130.934,139.809,en
17,diarization_sample_0547.wav,Speaker_00,140.302,142.065,en
18,diarization_sample_0547.wav,Speaker_01,142.766,143.580,hi
19,diarization_sample_0547.wav,Speaker_03,144.685,145.517,pa
20,diarization_sample_0547.wav,Speaker_00,146.693,155.568,en
21,diarization_sample_0547.wav,Speaker_01,156.147,156.961,hi
22,diarization_sample_0547.wav,Speaker_03,158.077,170.525,pa
23,diarization_sample_0547.wav,Speaker_03,171.781,172.858,pa
24,diarization_sample_0547.wav,Speaker_03,173.207,179.704,pa
25,diarization_sample_0547.wav,Speaker_00,181.152,182.915,en
26,diarization_sample_0547.wav,Speaker_00,183.774,185.537,en
27,diarization_sample_0547.wav,Speaker_00,186.024,194.898,en
28,diarization_sample_0547.wav,Speaker_03,195.718,204.712,pa
29,diarization_sample_0547.wav,Speaker_03,205.263,212.144,pa
30,diarization_sample_0547.wav,Speaker_00,213.308,222.182,en
31,diarization_sample_0547.wav,Speaker_02,223.347,239.087,hi
32,diarization_sample_0547.wav,Speaker_00,240.117,241.880,en
33,diarization_sample_0547.wav,Speaker_02,240.718,256.458,hi
