,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0244.wav,Speaker_02,0.000,16.247,hi
1,diarization_sample_0244.wav,Speaker_02,16.746,17.649,hi
2,diarization_sample_0244.wav,Speaker_02,18.947,20.187,hi
3,diarization_sample_0244.wav,Speaker_00,21.590,24.690,en
4,diarization_sample_0244.wav,Speaker_02,25.017,25.920,hi
5,diarization_sample_0244.wav,Speaker_01,27.266,27.902,en
6,diarization_sample_0244.wav,Speaker_00,29.125,33.049,en
7,diarization_sample_0244.wav,Speaker_02,34.342,35.582,hi
8,diarization_sample_0244.wav,Speaker_00,36.671,40.595,en
9,diarization_sample_0244.wav,Speaker_00,41.745,46.077,en
10,diarization_sample_0244.wav,Speaker_00,47.484,51.816,en
11,diarization_sample_0244.wav,Speaker_02,52.811,54.051,hi
12,diarization_sample_0244.wav,Speaker_00,54.824,57.924,en
13,diarization_sample_0244.wav,Speaker_01,58.871,63.629,en
