,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0302.wav,Speaker_01,0.000,6.036,en
1,diarization_sample_0302.wav,Speaker_01,7.022,8.097,en
2,diarization_sample_0302.wav,Speaker_01,9.313,11.358,en
3,diarization_sample_0302.wav,Speaker_01,12.038,18.073,en
4,diarization_sample_0302.wav,Speaker_02,16.967,23.654,hi
5,diarization_sample_0302.wav,Speaker_00,24.176,34.328,en
6,diarization_sample_0302.wav,Speaker_00,35.518,36.096,en
7,diarization_sample_0302.wav,Speaker_01,37.168,38.243,en
8,diarization_sample_0302.wav,Speaker_00,39.338,42.662,en
9,diarization_sample_0302.wav,Speaker_02,43.563,58.027,hi
10,diarization_sample_0302.wav,Speaker_01,58.891,60.936,en
