,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0545.wav,Speaker_01,0.000,5.902,hi
1,diarization_sample_0545.wav,Speaker_01,6.871,9.910,hi
2,diarization_sample_0545.wav,Speaker_01,10.646,13.685,hi
3,diarization_sample_0545.wav,Speaker_00,14.803,44.500,en
4,diarization_sample_0545.wav,Speaker_00,45.437,72.027,en
5,diarization_sample_0545.wav,Speaker_01,72.817,78.719,hi
6,diarization_sample_0545.wav,Speaker_01,79.756,86.496,hi
7,diarization_sample_0545.wav,Speaker_00,87.808,88.143,en
8,diarization_sample_0545.wav,Speaker_01,88.761,91.800,hi
9,diarization_sample_0545.wav,Speaker_00,91.632,91.968,en
10,diarization_sample_0545.wav,Speaker_00,92.653,119.242,en
11,diarization_sample_0545.wav,Speaker_01,120.395,126.297,hi
12,diarization_sample_0545.wav,Speaker_00,124.786,154.483,en
