,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0615.wav,Speaker_02,0.000,5.319,hi
1,diarization_sample_0615.wav,Speaker_01,6.276,11.234,en
2,diarization_sample_0615.wav,Speaker_02,12.579,17.898,hi
3,diarization_sample_0615.wav,Speaker_02,19.378,24.697,hi
4,diarization_sample_0615.wav,Speaker_01,25.972,40.303,en
5,diarization_sample_0615.wav,Speaker_02,41.021,46.340,hi
6,diarization_sample_0615.wav,Speaker_01,45.294,51.493,en
7,diarization_sample_0615.wav,Speaker_02,52.231,57.550,hi
8,diarization_sample_0615.wav,Speaker_00,58.268,60.304,en
9,diarization_sample_0615.wav,Speaker_02,60.946,66.265,hi
10,diarization_sample_0615.wav,Speaker_02,66.574,71.893,hi
11,diarization_sample_0615.wav,Speaker_02,73.300,78.619,hi
12,diarization_sample_0615.wav,Speaker_01,79.091,85.290,en
13,diarization_sample_0615.wav,Speaker_02,86.094,91.413,hi
14,diarization_sample_0615.wav,Speaker_01,92.647,97.605,en
15,diarization_sample_0615.wav,Speaker_01,98.957,113.287,en
16,diarization_sample_0615.wav,Speaker_02,113.758,119.077,hi
17,diarization_sample_0615.wav,Speaker_01,118.081,124.280,en
18,diarization_sample_0615.wav,Speaker_01,124.628,138.959,en
19,diarization_sample_0615.wav,Speaker_01,139.866,144.823,en
20,diarization_sample_0615.wav,Speaker_02,145.241,150.560,hi
21,diarization_sample_0615.wav,Speaker_02,151.420,156.739,hi
22,diarization_sample_0615.wav,Speaker_01,158.166,164.365,en
23,diarization_sample_0615.wav,Speaker_02,165.303,170.622,hi
24,diarization_sample_0615.wav,Speaker_01,169.816,174.774,en
25,diarization_sample_0615.wav,Speaker_02,175.666,180.985,hi
26,diarization_sample_0615.wav,Speaker_02,181.981,187.300,hi
27,diarization_sample_0615.wav,Speaker_02,187.813,193.132,hi
28,diarization_sample_0615.wav,Speaker_02,193.474,198.793,hi
29,diarization_sample_0615.wav,Speaker_01,200.106,214.437,en
30,diarization_sample_0615.wav,Speaker_01,215.603,229.934,en
31,diarization_sample_0615.wav,Speaker_02,230.780,236.099,hi
32,diarization_sample_0615.wav,Speaker_01,235.350,240.307,en
33,diarization_sample_0615.wav,Speaker_02,240.995,246.314,hi
34,diarization_sample_0615.wav,Speaker_02,247.599,252.918,hi
35,diarization_sample_0615.wav,Speaker_00,254.216,259.693,en
36,diarization_sample_0615.wav,Speaker_02,261.051,266.370,hi
37,diarization_sample_0615.wav,Speaker_00,265.484,270.962,en
38,diarization_sample_0615.wav,Speaker_02,272.438,277.757,hi
39,diarization_sample_0615.wav,Speaker_02,278.911,284.230,hi
40,diarization_sample_0615.wav,Speaker_00,285.649,291.126,en
41,diarization_sample_0615.wav,Speaker_01,291.712,297.911,en
42,diarization_sample_0615.wav,Speaker_02,299.026,304.345,hi
43,diarization_sample_0615.wav,Speaker_01,303.001,307.958,en
44,diarization_sample_0615.wav,Speaker_01,308.728,323.058,en
45,diarization_sample_0615.wav,Speaker_02,321.879,327.198,hi
46,diarization_sample_0615.wav,Speaker_01,327.745,333.943,en
47,diarization_sample_0615.wav,Speaker_01,334.438,340.637,en
48,diarization_sample_0615.wav,Speaker_01,341.883,346.840,en
49,diarization_sample_0615.wav,Speaker_02,348.050,353.369,hi
50,diarization_sample_0615.wav,Speaker_01,354.034,368.365,en
51,diarization_sample_0615.wav,Speaker_02,368.809,374.128,hi
52,diarization_sample_0615.wav,Speaker_01,374.734,389.065,en
53,diarization_sample_0615.wav,Speaker_01,390.213,396.412,en
54,diarization_sample_0615.wav,Speaker_01,396.763,401.720,en
