,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0494.wav,Speaker_02,0.000,6.573,pa
1,diarization_sample_0494.wav,Speaker_01,7.509,24.476,hi
2,diarization_sample_0494.wav,Speaker_02,23.908,35.624,pa
3,diarization_sample_0494.wav,Speaker_02,36.226,44.931,pa
4,diarization_sample_0494.wav,Speaker_00,43.410,50.193,en
5,diarization_sample_0494.wav,Speaker_02,50.972,55.644,pa
6,diarization_sample_0494.wav,Speaker_02,56.088,66.808,pa
7,diarization_sample_0494.wav,Speaker_01,67.518,69.755,hi
8,diarization_sample_0494.wav,Speaker_01,70.547,76.186,hi
9,diarization_sample_0494.wav,Speaker_00,77.653,83.749,en
10,diarization_sample_0494.wav,Speaker_01,82.080,91.455,hi
11,diarization_sample_0494.wav,Speaker_02,92.337,110.852,pa
12,diarization_sample_0494.wav,Speaker_02,112.280,125.733,pa
13,diarization_sample_0494.wav,Speaker_01,126.109,132.893,hi
14,diarization_sample_0494.wav,Speaker_02,133.628,143.989,pa
15,diarization_sample_0494.wav,Speaker_02,144.877,145.896,pa
16,diarization_sample_0494.wav,Speaker_02,147.144,155.944,pa
17,diarization_sample_0494.wav,Speaker_02,156.879,162.416,pa
18,diarization_sample_0494.wav,Speaker_02,163.388,180.470,pa
19,diarization_sample_0494.wav,Speaker_02,181.404,199.919,pa
20,diarization_sample_0494.wav,Speaker_01,201.275,203.512,hi
21,diarization_sample_0494.wav,Speaker_02,203.967,208.639,pa
22,diarization_sample_0494.wav,Speaker_01,209.235,224.233,hi
