,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0260.wav,Speaker_01,0.000,0.978,pa
1,diarization_sample_0260.wav,Speaker_01,2.233,4.616,pa
2,diarization_sample_0260.wav,Speaker_02,5.558,6.284,hi
3,diarization_sample_0260.wav,Speaker_01,6.682,12.090,pa
4,diarization_sample_0260.wav,Speaker_02,7.108,7.834,hi
5,diarization_sample_0260.wav,Speaker_02,13.300,14.026,hi
6,diarization_sample_0260.wav,Speaker_02,15.485,16.211,hi
7,diarization_sample_0260.wav,Speaker_01,16.652,17.909,pa
8,diarization_sample_0260.wav,Speaker_01,18.321,19.299,pa
9,diarization_sample_0260.wav,Speaker_02,20.265,20.991,hi
10,diarization_sample_0260.wav,Speaker_01,21.773,22.751,pa
11,diarization_sample_0260.wav,Speaker_02,24.069,24.795,hi
12,diarization_sample_0260.wav,Speaker_02,26.051,26.777,hi
13,diarization_sample_0260.wav,Speaker_01,27.805,30.188,pa
14,diarization_sample_0260.wav,Speaker_01,31.514,33.897,pa
15,diarization_sample_0260.wav,Speaker_02,35.173,35.899,hi
16,diarization_sample_0260.wav,Speaker_00,37.240,45.760,en
17,diarization_sample_0260.wav,Speaker_02,46.069,46.795,hi
18,diarization_sample_0260.wav,Speaker_02,47.521,48.247,hi
19,diarization_sample_0260.wav,Speaker_02,49.013,49.739,hi
20,diarization_sample_0260.wav,Speaker_02,50.940,51.666,hi
