,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0364.wav,Speaker_01,0.000,16.055,pa
1,diarization_sample_0364.wav,Speaker_00,17.063,17.436,en
2,diarization_sample_0364.wav,Speaker_01,18.109,19.764,pa
3,diarization_sample_0364.wav,Speaker_00,21.098,21.472,en
4,diarization_sample_0364.wav,Speaker_01,22.123,26.424,pa
5,diarization_sample_0364.wav,Speaker_01,26.754,27.915,pa
6,diarization_sample_0364.wav,Speaker_01,29.413,33.714,pa
7,diarization_sample_0364.wav,Speaker_00,35.035,39.143,en
8,diarization_sample_0364.wav,Speaker_01,38.562,39.723,pa
9,diarization_sample_0364.wav,Speaker_01,41.082,42.243,pa
10,diarization_sample_0364.wav,Speaker_01,43.479,44.173,pa
11,diarization_sample_0364.wav,Speaker_01,44.996,50.705,pa
