,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0541.wav,Speaker_01,0.000,3.280,en
1,diarization_sample_0541.wav,Speaker_02,4.041,9.256,hi
2,diarization_sample_0541.wav,Speaker_00,10.308,27.654,en
3,diarization_sample_0541.wav,Speaker_03,28.814,29.495,pa
4,diarization_sample_0541.wav,Speaker_03,30.970,44.462,pa
5,diarization_sample_0541.wav,Speaker_02,45.279,46.142,hi
6,diarization_sample_0541.wav,Speaker_03,45.802,46.483,pa
7,diarization_sample_0541.wav,Speaker_03,47.290,47.936,pa
8,diarization_sample_0541.wav,Speaker_00,49.219,66.565,en
9,diarization_sample_0541.wav,Speaker_03,67.053,75.052,pa
10,diarization_sample_0541.wav,Speaker_00,73.881,91.227,en
11,diarization_sample_0541.wav,Speaker_03,91.857,105.717,pa
12,diarization_sample_0541.wav,Speaker_03,106.135,118.939,pa
13,diarization_sample_0541.wav,Speaker_00,120.436,125.276,en
14,diarization_sample_0541.wav,Speaker_00,126.467,143.813,en
15,diarization_sample_0541.wav,Speaker_03,144.164,156.819,pa
16,diarization_sample_0541.wav,Speaker_01,158.143,162.696,en
