,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0603.wav,Speaker_01,0.000,3.280,en
1,diarization_sample_0603.wav,Speaker_02,4.748,16.034,hi
2,diarization_sample_0603.wav,Speaker_02,16.777,30.350,hi
3,diarization_sample_0603.wav,Speaker_01,31.279,34.559,en
4,diarization_sample_0603.wav,Speaker_02,35.300,43.382,hi
5,diarization_sample_0603.wav,Speaker_02,43.868,49.357,hi
6,diarization_sample_0603.wav,Speaker_01,50.602,53.095,en
7,diarization_sample_0603.wav,Speaker_02,53.709,66.848,hi
8,diarization_sample_0603.wav,Speaker_03,67.374,72.549,pa
9,diarization_sample_0603.wav,Speaker_01,71.470,74.750,en
10,diarization_sample_0603.wav,Speaker_03,72.883,83.341,pa
11,diarization_sample_0603.wav,Speaker_00,82.730,85.175,en
12,diarization_sample_0603.wav,Speaker_02,86.506,103.040,hi
13,diarization_sample_0603.wav,Speaker_02,103.467,122.956,hi
14,diarization_sample_0603.wav,Speaker_01,123.397,125.890,en
15,diarization_sample_0603.wav,Speaker_03,126.565,141.413,pa
16,diarization_sample_0603.wav,Speaker_03,141.942,161.523,pa
17,diarization_sample_0603.wav,Speaker_02,162.786,170.869,hi
18,diarization_sample_0603.wav,Speaker_02,172.023,184.463,hi
19,diarization_sample_0603.wav,Speaker_02,185.455,192.753,hi
20,diarization_sample_0603.wav,Speaker_02,193.399,204.251,hi
21,diarization_sample_0603.wav,Speaker_03,203.649,219.455,pa
22,diarization_sample_0603.wav,Speaker_03,220.269,237.516,pa
23,diarization_sample_0603.wav,Speaker_02,239.008,247.971,hi
24,diarization_sample_0603.wav,Speaker_01,249.455,251.948,en
25,diarization_sample_0603.wav,Speaker_03,253.103,257.487,pa
26,diarization_sample_0603.wav,Speaker_02,258.184,262.522,hi
27,diarization_sample_0603.wav,Speaker_03,262.916,269.807,pa
28,diarization_sample_0603.wav,Speaker_02,270.548,271.300,hi
29,diarization_sample_0603.wav,Speaker_03,272.308,287.156,pa
