,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0580.wav,Speaker_02,0.000,16.951,en
1,diarization_sample_0580.wav,Speaker_00,15.567,19.731,en
2,diarization_sample_0580.wav,Speaker_00,20.873,28.826,en
3,diarization_sample_0580.wav,Speaker_02,29.967,46.918,en
4,diarization_sample_0580.wav,Speaker_02,47.412,51.961,en
5,diarization_sample_0580.wav,Speaker_00,53.041,57.205,en
6,diarization_sample_0580.wav,Speaker_02,58.053,59.053,en
7,diarization_sample_0580.wav,Speaker_00,59.848,67.801,en
8,diarization_sample_0580.wav,Speaker_01,68.404,77.764,en
9,diarization_sample_0580.wav,Speaker_00,78.597,84.876,en
10,diarization_sample_0580.wav,Speaker_01,85.373,86.038,en
11,diarization_sample_0580.wav,Speaker_00,86.446,94.399,en
12,diarization_sample_0580.wav,Speaker_02,94.888,95.888,en
13,diarization_sample_0580.wav,Speaker_01,96.248,96.912,en
14,diarization_sample_0580.wav,Speaker_02,97.299,98.299,en
15,diarization_sample_0580.wav,Speaker_00,99.572,105.851,en
16,diarization_sample_0580.wav,Speaker_00,106.663,110.827,en
17,diarization_sample_0580.wav,Speaker_00,111.558,115.721,en
18,diarization_sample_0580.wav,Speaker_00,116.769,123.048,en
19,diarization_sample_0580.wav,Speaker_00,124.176,128.339,en
20,diarization_sample_0580.wav,Speaker_02,129.103,133.652,en
21,diarization_sample_0580.wav,Speaker_00,134.068,142.022,en
22,diarization_sample_0580.wav,Speaker_02,143.293,147.842,en
23,diarization_sample_0580.wav,Speaker_00,148.319,154.598,en
24,diarization_sample_0580.wav,Speaker_01,155.342,156.006,en
25,diarization_sample_0580.wav,Speaker_02,155.417,159.966,en
26,diarization_sample_0580.wav,Speaker_00,160.332,164.495,en
27,diarization_sample_0580.wav,Speaker_02,162.945,167.494,en
28,diarization_sample_0580.wav,Speaker_00,168.736,175.015,en
29,diarization_sample_0580.wav,Speaker_00,175.160,179.323,en
30,diarization_sample_0580.wav,Speaker_02,175.414,176.414,en
31,diarization_sample_0580.wav,Speaker_02,177.388,194.340,en
32,diarization_sample_0580.wav,Speaker_02,194.857,195.857,en
33,diarization_sample_0580.wav,Speaker_00,196.960,204.913,en
34,diarization_sample_0580.wav,Speaker_00,205.806,212.084,en
35,diarization_sample_0580.wav,Speaker_00,213.338,221.292,en
36,diarization_sample_0580.wav,Speaker_02,222.719,239.670,en
37,diarization_sample_0580.wav,Speaker_00,240.767,247.046,en
