,AudioFileName,Speaker,StartTS,EndTS,Language
0,diarization_sample_0562.wav,Speaker_01,0.000,0.541,en
1,diarization_sample_0562.wav,Speaker_00,1.614,3.313,en
2,diarization_sample_0562.wav,Speaker_01,4.005,5.793,en
3,diarization_sample_0562.wav,Speaker_01,6.934,10.973,en
4,diarization_sample_0562.wav,Speaker_02,11.414,24.246,pa
5,diarization_sample_0562.wav,Speaker_00,24.920,25.715,en
6,diarization_sample_0562.wav,Speaker_02,26.802,35.314,pa
7,diarization_sample_0562.wav,Speaker_01,36.208,36.750,en
8,diarization_sample_0562.wav,Speaker_02,38.021,41.639,pa
9,diarization_sample_0562.wav,Speaker_00,41.010,56.150,en
10,diarization_sample_0562.wav,Speaker_01,57.010,58.798,en
11,diarization_sample_0562.wav,Speaker_00,59.647,74.787,en
12,diarization_sample_0562.wav,Speaker_02,73.552,86.290,pa
13,diarization_sample_0562.wav,Speaker_01,87.206,91.246,en
14,diarization_sample_0562.wav,Speaker_00,90.431,105.571,en
15,diarization_sample_0562.wav,Speaker_01,106.307,110.347,en
16,diarization_sample_0562.wav,Speaker_01,111.339,113.127,en
17,diarization_sample_0562.wav,Speaker_00,113.833,128.973,en
18,diarization_sample_0562.wav,Speaker_02,130.142,135.485,pa
19,diarization_sample_0562.wav,Speaker_01,135.808,136.349,en
20,diarization_sample_0562.wav,Speaker_02,137.349,145.188,pa
21,diarization_sample_0562.wav,Speaker_00,145.849,146.643,en
22,diarization_sample_0562.wav,Speaker_02,147.800,161.737,pa
23,diarization_sample_0562.wav,Speaker_00,163.021,163.816,en
24,diarization_sample_0562.wav,Speaker_00,164.641,179.781,en
